Date,Lockdowns,Real new cases,Pred new cases
2020-01-23,False,0.0,-303.67413576290846
2020-01-24,False,2.0,-710.5747461054732
2020-01-25,False,1.0,-1295.386697300139
2020-01-26,False,0.0,-2502.9486536108634
2020-01-27,False,0.0,-3221.83804189689
2020-01-28,False,1.0,-1939.5197109051053
2020-01-29,False,1.0,-2927.8704761047475
2020-01-30,False,0.0,-198.9556056571637
2020-01-31,False,0.0,-605.856216000567
2020-02-01,False,1.0,-1190.6681671944882
2020-02-02,False,0.0,-2398.2301235124874
2020-02-03,False,0.0,-3117.119511795676
2020-02-04,False,0.0,-1834.8011839174223
2020-02-05,False,0.0,-2823.151952228356
2020-02-06,False,0.0,-94.23708490008039
2020-02-07,False,0.0,-501.13769835527864
2020-02-08,False,5.0,-1085.9496526668033
2020-02-09,False,0.0,-2293.5116120847783
2020-02-10,False,0.0,-3012.4010034881385
2020-02-11,False,0.0,-1730.082675608848
2020-02-12,False,0.0,-2718.433443919469
2020-02-13,False,0.0,10.481423411156129
2020-02-14,False,0.0,-396.4191900462404
2020-02-15,False,1.0,-981.2311443556604
2020-02-16,False,0.0,-2188.793100928744
2020-02-17,False,0.0,-2907.6824894762676
2020-02-18,False,0.0,-1625.3641587456716
2020-02-19,False,0.0,-2613.7149242016485
2020-02-20,False,0.0,115.19994597592154
2020-02-21,False,0.0,-291.7006646242028
2020-02-22,False,0.0,-876.5126160778973
2020-02-23,False,0.0,-2084.07457265971
2020-02-24,False,0.0,-2802.9639611994767
2020-02-25,False,2.0,-1520.6456304716353
2020-02-26,False,4.0,-2508.9963959275956
2020-02-27,False,20.0,219.91847527431173
2020-02-28,False,19.0,-186.98213429457746
2020-02-29,False,43.0,-771.7940847184576
2020-03-01,False,30.0,-1979.3560402669837
2020-03-02,False,61.0,-2698.245427792309
2020-03-03,False,21.0,-1415.9270960313381
2020-03-04,False,76.0,-2404.2778604631444
2020-03-05,False,138.0,324.6370107422506
2020-03-06,False,190.0,-82.26359883065538
2020-03-07,False,332.0,-667.0755492534079
2020-03-08,False,177.0,-1874.6375048039786
2020-03-09,False,286.0,-2593.5268838466063
2020-03-10,False,372.0,-1311.2085436117875
2020-03-11,False,510.0,-2299.5592995678053
2020-03-12,False,0.0,429.355580115712
2020-03-13,False,1388.0,22.454979020632663
2020-03-14,False,815.0,-562.3569629337267
2020-03-15,False,36.0,-1769.9189100002309
2020-03-16,False,2151.0,-2488.808289049529
2020-03-17,True,1032.0,-1206.4899488155709
2020-03-18,True,1409.0,2811.1904394308885
2020-03-19,True,1846.0,5540.105319116489
2020-03-20,True,1788.0,5133.204718016316
2020-03-21,True,1705.0,4548.392775438794
2020-03-22,True,2295.0,3340.8308277473143
2020-03-23,True,3365.0,2621.941448082842
2020-03-24,True,2249.0,3904.2597876933087
2020-03-25,True,2962.0,2915.909031111088
2020-03-26,True,3918.0,5644.8239101748095
2020-03-27,True,3795.0,5237.9233084543785
2020-03-28,True,4645.0,4653.11136587896
2020-03-29,True,2603.0,3445.5494181853755
2020-03-30,True,4354.0,2726.6600385234897
2020-03-31,True,7629.0,4008.978378128712
2020-04-01,True,4844.0,3020.6276240893512
2020-04-02,True,2106.0,5749.54250569551
2020-04-03,True,5224.0,5342.641906508847
2020-04-04,True,-17074.0,4757.82996647623
2020-04-05,True,855.0,3550.2680213270482
2020-04-06,True,2654.0,2831.3786441972834
2020-04-07,True,-3491.0,4113.696986348145
2020-04-08,True,3855.0,3125.3462323088015
2020-04-09,True,3784.0,5854.261113914875
2020-04-10,True,1565.0,5447.360514724195
2020-04-11,True,1445.0,4862.5485746979375
2020-04-12,True,50746.0,3654.986634466486
2020-04-13,True,3141.0,2936.0972622591426
2020-04-14,True,17448.0,4218.415609327086
2020-04-15,True,3208.0,3230.064860207727
2020-04-16,True,12578.0,5958.979746727694
2020-04-17,True,1891.0,5552.079152467062
2020-04-18,True,3806.0,4967.267217348031
2020-04-19,True,1092.0,3759.7052771197646
2020-04-20,True,2447.0,3040.8159049160913
2020-04-21,True,2666.0,4323.1342519850705
2020-04-22,True,1800.0,3334.7835028660247
2020-04-23,True,-1710.0,6063.698389385906
2020-04-24,True,2811.0,5656.797894978962
2020-04-25,True,1678.0,5071.986059723992
2020-04-26,True,633.0,3864.424219351325
2020-04-27,True,3686.0,3145.534947003025
2020-04-28,True,3132.0,4427.853393931873
2020-04-29,True,-1455.0,3439.502744670815
2020-04-30,True,1218.0,6168.417731050484
2020-05-01,True,526.0,5761.517236646953
2020-05-02,True,792.0,5176.70540138993
2020-05-03,True,361.0,3969.1435610085327
2020-05-04,True,562.0,3250.2542886639017
2020-05-05,True,1117.0,4532.572864805429
2020-05-06,True,4136.0,3544.2223447557335
2020-05-07,True,741.0,6273.137460346663
2020-05-08,True,531.0,5866.237095150462
2020-05-09,True,529.0,5281.425389105912
2020-05-10,True,249.0,4073.8636779441563
2020-05-11,False,314.0,3354.974534808287
2020-05-12,False,753.0,-368.7380332551346
2020-05-13,False,521.0,-1357.0885533061926
2020-05-14,False,642.0,1371.82656229066
2020-05-15,False,513.0,964.9261970922607
2020-05-16,False,415.0,380.1148425804097
2020-05-17,False,140.0,-827.4465170475655
2020-05-18,False,444.0,-1546.3353086488573
2020-05-19,False,501.0,-264.0163809723976
2020-05-20,False,482.0,-1252.3665494852864
2020-05-21,False,267.0,1476.548917644738
2020-05-22,False,756.0,1069.6489039848352
2020-05-23,False,546.0,484.8375494750886
2020-05-24,False,-439.0,-722.7238101524806
2020-05-25,False,325.0,-1441.6126017536967
2020-05-26,False,255.0,-159.2936740799919
2020-05-27,False,172.0,-1147.6438425927302
2020-05-28,False,3343.0,1585.9332750590356
2020-05-29,False,594.0,1183.6949119341368
2020-05-30,False,1795.0,603.5452079528176
2020-05-31,False,231.0,-599.3545011491726
2020-06-01,False,407.0,-1313.5816422282924
2020-06-02,False,-647.0,-26.601064021484802
2020-06-03,False,-3226.0,-1010.2895820065223
2020-06-04,False,4360.0,1723.2875356451586
2020-06-05,False,581.0,1321.0491725162426
2020-06-06,False,572.0,740.8994685360514
2020-06-07,False,341.0,-462.0002405628134
2020-06-08,False,274.0,-1159.9015651074264
2020-06-09,False,553.0,143.4048296282531
2020-06-10,False,625.0,-823.9578718245523
2020-06-11,False,364.0,1925.9450623614002
2020-06-12,False,802.0,1540.0325157664602
2020-06-13,False,497.0,976.2086283108108
2020-06-14,False,390.0,-210.36526425049664
2020-06-15,False,136.0,-908.2665887991209
2020-06-16,False,663.0,395.0398059356969
2020-06-17,False,488.0,-572.3228955147647
2020-06-18,False,586.0,2177.580038670971
2020-06-19,False,787.0,1818.1882641042164
2020-06-20,False,619.0,1280.8851486885837
2020-06-21,False,343.0,120.83202815592017
2020-06-22,False,142.0,-550.548524357914
2020-06-23,False,698.0,779.278642408546
2020-06-24,False,268.0,-161.56328701175403
2020-06-25,False,255.0,2614.8604192002413
2020-06-26,False,1263.0,2255.468644639447
2020-06-27,False,448.0,1718.165529225917
2020-06-28,False,-406.0,558.11240868598
2020-06-29,False,645.0,-113.26814382418843
2020-06-30,False,441.0,1249.1394491645763
2020-07-01,False,990.0,340.87794596620984
2020-07-02,False,539.0,3149.882078404722
2020-07-03,False,539.0,2823.070730063075
2020-07-04,False,358.0,2318.348040868607
2020-07-05,False,11.0,1190.87534656536
2020-07-06,False,1018.0,552.0752202708554
2020-07-07,False,454.0,1914.4828132617836
2020-07-08,False,822.0,1006.2213100634335
2020-07-09,False,444.0,3815.2254425042984
2020-07-10,False,715.0,3488.414094160451
2020-07-11,False,251.0,2983.6914049680895
2020-07-12,False,16.0,1887.4798922988066
2020-07-13,False,1423.0,1279.9409476492206
2020-07-14,False,62.0,2673.609722280527
2020-07-15,False,727.0,1796.6094007257657
2020-07-16,False,569.0,4636.874714805217
2020-07-17,False,829.0,4341.324548106648
2020-07-18,False,163.0,3867.8630405524946
2020-07-19,False,4.0,2771.6515278797156
2020-07-20,False,1911.0,2164.11258323788
2020-07-21,False,595.0,3557.781357866435
2020-07-22,False,921.0,2680.7810363079843
2020-07-23,False,1236.0,5539.9390296796555
2020-07-24,False,1091.0,5263.2815422650365
2020-07-25,False,88.0,4808.712713999149
2020-07-26,False,0.0,3731.3938806104225
2020-07-27,False,2488.0,3142.747615249168
2020-07-28,False,564.0,4555.309069171193
2020-07-29,False,1470.0,3697.201426897287
2020-07-30,False,1389.0,6556.359420271038
2020-07-31,False,1308.0,6279.7019328499755
2020-08-01,False,63.0,5825.13310458521
2020-08-02,False,3.0,4747.814271196948
2020-08-03,False,3360.0,4168.838410275394
2020-08-04,False,971.0,5591.070268629126
2020-08-05,False,1708.0,4742.633030789704
2020-08-06,False,1601.0,7611.461428597833
2020-08-07,False,2387.0,7344.474345615721
2020-08-08,False,70.0,6899.575921778045
2020-08-09,False,35.0,5831.927492832543
2020-08-10,False,4731.0,5252.951631908405
2020-08-11,False,1414.0,6675.183490257195
2020-08-12,False,2598.0,5826.746252420111
2020-08-13,False,2678.0,8695.574650224735
2020-08-14,False,2923.0,8428.58756724326
2020-08-15,False,3210.0,7984.149620302246
2020-08-16,False,3003.0,6916.961668251588
2020-08-17,False,650.0,6338.446284228015
2020-08-18,False,2119.0,7761.138619474738
2020-08-19,False,3772.0,6913.16185853499
2020-08-20,False,4800.0,9782.450733233847
2020-08-21,False,5009.0,9515.924127156188
2020-08-22,False,3474.0,9071.486180213025
2020-08-23,False,4680.0,8004.298228160263
2020-08-24,False,1976.0,7425.782844138446
2020-08-25,False,3616.0,8848.475179381052
2020-08-26,False,287.0,8000.498431858349
2020-08-27,False,11203.0,10869.787319974119
2020-08-28,False,7641.0,10603.260727304703
2020-08-29,False,5460.0,10158.822793784051
2020-08-30,False,5366.0,9091.634855142433
2020-08-31,False,3113.0,8513.11948452563
2020-09-01,False,5104.0,9935.811833194633
2020-09-02,False,7113.0,9087.835085669754
2020-09-03,False,7122.0,11957.123973785445
2020-09-04,False,8834.0,11690.597381112007
2020-09-05,False,8594.0,11246.159447597713
2020-09-06,False,7016.0,10178.971501734224
2020-09-07,False,4266.0,9600.456123900252
2020-09-08,False,6738.0,11023.148465344542
2020-09-09,False,8619.0,10175.171710598535
2020-09-10,False,9762.0,13044.460591492234
2020-09-11,False,9509.0,12777.933991609245
2020-09-12,False,11337.0,12333.496050862579
2020-09-13,False,6345.0,11266.308105002276
2020-09-14,False,6396.0,10687.792727171149
2020-09-15,False,7826.0,12110.485068615402
2020-09-16,False,10191.0,11262.508313871605
2020-09-17,False,10239.0,14131.797194765217
2020-09-18,False,13233.0,13865.270592975892
2020-09-19,False,13560.0,13420.832650333246
2020-09-20,False,10536.0,12353.64470257102
2020-09-21,False,5539.0,11775.129322837638
2020-09-22,False,10084.0,13197.821662379003
2020-09-23,False,13291.0,12349.844905730977
2020-09-24,False,15850.0,15219.133784721902
2020-09-25,False,16104.0,14952.607182934169
2020-09-26,False,14220.0,14508.169240292273
2020-09-27,False,10635.0,13440.981292527942
2020-09-28,False,4299.0,12862.465912793055
2020-09-29,False,8005.0,14285.158250284241
2020-09-30,False,14366.0,13437.181491589088
2020-10-01,False,13051.0,16306.470368530612
2020-10-02,False,12436.0,16039.943764689537
2020-10-03,False,16488.0,15595.505819994216
2020-10-04,False,12504.0,14528.317870194087
2020-10-05,False,5639.0,13949.802488403206
2020-10-06,False,11310.0,15372.494825895426
2020-10-07,False,18953.0,14524.518067200586
2020-10-08,False,17402.0,17393.80694414446
2020-10-09,False,21088.0,17127.280340301193
2020-10-10,False,26677.0,16682.842302869456
2020-10-11,False,15937.0,15615.654260326044
2020-10-12,False,9212.0,15037.138785797808
2020-10-13,False,13626.0,16459.831030550646
2020-10-14,False,23002.0,15611.854179116068
2020-10-15,False,29757.0,18481.142963322327
2020-10-16,False,25632.0,18214.616266743215
2020-10-17,False,32104.0,17770.178229315035
2020-10-18,False,29837.0,16702.990186768067
2020-10-19,False,14289.0,16124.474712242412
2020-10-20,False,20376.0,17547.1669569925
2020-10-21,False,27422.0,16699.19010555793
2020-10-22,False,40813.0,19479.74185994727
2020-10-23,False,42837.0,19124.47813355811
2020-10-24,False,45265.0,18591.303066313252
2020-10-25,False,6616.0,17435.37799395068
2020-10-26,False,73010.0,16768.12548961104
2020-10-27,False,34482.0,18102.08070455299
2020-10-28,False,37550.0,17165.36682330515
2020-10-29,False,46612.0,19945.918577694134
2020-10-30,True,49474.0,19590.65485130096
2020-10-31,True,35070.0,24063.510928257227
2020-11-01,True,46179.0,22907.585855892612
2020-11-02,True,106091.0,22127.822946983637
2020-11-03,True,72601.0,23349.267757347392
2020-11-04,True,-46076.0,22300.043471523295
2020-11-05,True,57806.0,24968.084821338358
2020-11-06,True,60952.0,24500.310690370967
2020-11-07,True,86655.0,23854.625218550274
2020-11-08,True,38562.0,22586.18974161099
2020-11-09,True,21424.0,21806.426832695342
2020-11-10,True,22613.0,23027.871643060134
2020-11-11,True,36406.0,21978.64735723648
2020-11-12,True,32628.0,24646.688707053763
2020-11-13,True,24065.0,24178.914576081283
2020-11-14,True,31957.0,23533.229104260354
2020-11-15,True,27192.0,22264.793627319028
2020-11-16,True,10050.0,21485.030718411137
2020-11-17,True,45602.0,22706.47552877317
2020-11-18,True,28897.0,21657.25124294597
2020-11-19,True,20736.0,24325.2925927643
2020-11-20,True,23264.0,23857.51846179449
2020-11-21,True,17670.0,23211.83298997566
2020-11-22,True,13130.0,21943.397513032236
2020-11-23,True,5062.0,21163.634604126928
2020-11-24,True,9921.0,22385.079414484015
2020-11-25,True,16754.0,21335.855128659157
2020-11-26,True,13001.0,24003.896478479703
2020-11-27,True,12774.0,23536.122347507702
2020-11-28,True,12477.0,22890.436875685744
2020-11-29,True,9763.0,21622.001398747958
2020-11-30,True,4354.0,20842.23848983455
2020-12-01,True,8364.0,22063.683300199253
2020-12-02,True,14228.0,21014.459014372213
2020-12-03,True,12787.0,23682.500364192674
2020-12-04,True,11511.0,23214.726233222267
2020-12-05,True,12882.0,22569.040761401055
2020-12-06,True,10949.0,21300.60528446116
2020-12-07,True,3411.0,20520.84237554134
2020-12-08,True,14037.0,21742.287185910096
2020-12-09,True,14675.0,20693.062900085402
2020-12-10,True,13872.0,23361.104249899927
2020-12-11,True,13489.0,22893.330118935475
2020-12-12,True,13947.0,22247.644647105913
2020-12-13,True,11533.0,20979.209170169197
2020-12-14,True,3192.0,20199.446261257133
2020-12-15,False,11655.0,21420.891071622842
2020-12-16,False,17720.0,15365.635641598457
2020-12-17,False,18398.0,18033.676991412896
2020-12-18,False,16005.0,17565.90286044868
2020-12-19,False,17428.0,16920.217388621222
2020-12-20,False,12799.0,15651.781911682405
2020-12-21,False,5960.0,14872.019002772926
2020-12-22,False,11861.0,16093.463813135879
2020-12-23,False,15038.0,15044.239527311784
2020-12-24,False,21718.0,17712.280877125868
2020-12-25,False,20262.0,17244.506746157636
2020-12-26,False,3093.0,16598.82127433799
2020-12-27,False,8822.0,15330.385797390443
2020-12-28,False,3106.0,14550.622888484633
2020-12-29,False,11494.0,15772.06769884892
2020-12-30,False,26514.0,14722.843413024839
2020-12-31,False,20042.0,17390.884762833113
2021-01-01,False,19348.0,16923.110631866588
2021-01-02,False,3466.0,16277.425160048071
2021-01-03,False,12495.0,15008.989683108817
2021-01-04,False,4084.0,14229.22677419634
2021-01-05,False,20825.0,15450.671584559765
2021-01-06,False,25232.0,14401.44729873432
2021-01-07,False,21767.0,17069.488648548522
2021-01-08,False,19860.0,16601.714517579796
2021-01-09,False,20177.0,15956.029045758152
2021-01-10,False,15944.0,14687.593568824537
2021-01-11,False,3816.0,13907.830659907217
2021-01-12,False,19680.0,15129.275470270612
2021-01-13,False,23932.0,14080.05118444751
2021-01-14,False,21431.0,16748.092534259056
2021-01-15,False,21317.0,16280.318403293008
2021-01-16,False,21409.0,15634.632931473465
2021-01-17,False,16642.0,14366.197454537745
2021-01-18,False,3798.0,13586.434545623008
2021-01-19,False,23895.0,14807.87935598365
2021-01-20,False,26877.0,13758.655070160701
2021-01-21,False,22710.0,16426.69641997446
2021-01-22,False,23324.0,15958.922289007573
2021-01-23,False,23924.0,15313.23681718878
2021-01-24,False,18436.0,14044.801340245782
2021-01-25,False,4300.0,13265.03843133063
2021-01-26,False,22143.0,14486.483241696687
2021-01-27,False,26951.0,13437.258955870182
2021-01-28,False,23956.0,16105.300305687435
2021-01-29,False,23235.0,15637.526174716526
2021-01-30,False,24045.0,14991.840702898857
2021-01-31,False,19235.0,13723.40522595899
2021-02-01,False,4388.0,12943.642317046422
2021-02-02,False,23337.0,14165.087127409432
2021-02-03,False,26406.0,13115.862841583374
2021-02-04,False,20.0,15783.90419140284
2021-02-05,False,45607.0,15316.130060433989
2021-02-06,False,20588.0,14670.444588605162
2021-02-07,False,19715.0,13402.009111674706
2021-02-08,False,4343.0,12622.246202758131
2021-02-09,False,18886.0,13843.691013120275
2021-02-10,False,25678.0,12794.466727296429
2021-02-11,False,21076.0,15462.508077115814
2021-02-12,False,20709.0,14994.733946142942
2021-02-13,False,21231.0,14349.048474320476
2021-02-14,False,16546.0,13080.612997387914
2021-02-15,False,4406.0,12300.850088473922
2021-02-16,False,19596.0,13522.294898835513
2021-02-17,False,25186.0,12473.070613009751
2021-02-18,False,22518.0,15141.111962823059
2021-02-19,False,24127.0,14673.337831856152
2021-02-20,False,22371.0,14027.652360035785
2021-02-21,False,22046.0,12759.21688309595
2021-02-22,False,4654.0,11979.453974185632
2021-02-23,False,20180.0,13200.898784546058
2021-02-24,False,31527.0,12151.674498722808
2021-02-25,False,25414.0,14819.715848536029
2021-02-26,False,25216.0,14351.941717565103
2021-02-27,False,23996.0,13706.25624574587
2021-02-28,False,19952.0,12437.820768814327
2021-03-01,False,4730.0,11658.057859896506
2021-03-02,False,22872.0,12879.502670261296
2021-03-03,False,26903.0,11830.278384435862
2021-03-04,False,25286.0,14498.319734251438
2021-03-05,False,23507.0,14030.545603283928
2021-03-06,False,23306.0,13384.860131467865
2021-03-07,False,21835.0,12116.424654522367
2021-03-08,False,5534.0,11336.661745608213
2021-03-09,False,23143.0,12558.106555972137
2021-03-10,False,29674.0,11508.882270149054
2021-03-11,False,28129.0,14176.92361996197
2021-03-12,False,25177.0,13709.149488997133
2021-03-13,False,29792.0,13063.464017172719
2021-03-14,False,26347.0,11795.028540230402
2021-03-15,False,6471.0,11015.265631324008
2021-03-16,False,30066.0,12236.710441685174
2021-03-17,False,38501.0,11187.486155858402
2021-03-18,False,35061.0,13855.52750567738
2021-03-19,False,35198.0,13387.753374710337
2021-03-20,False,35339.0,12742.06790288803
2021-03-21,False,30587.0,11473.63242594361
2021-03-22,False,15813.0,10693.869517030795
2021-03-23,False,14697.0,11915.314327398215
2021-03-24,False,65392.0,10866.090041571728
2021-03-25,False,45660.0,13534.131391392784
2021-03-26,False,41871.0,13066.357260419296
2021-03-27,False,42634.0,12420.67178859811
2021-03-28,False,37021.0,11152.236311654158
2021-03-29,False,9110.0,10372.473402746591
2021-03-30,False,30719.0,11593.918213111254
2021-03-31,False,59054.0,10544.693927284783
2021-04-01,False,50711.0,13212.735277105756
2021-04-02,False,46678.0,12744.961146133859
2021-04-03,True,88.0,12099.275674308194
2021-04-04,True,80629.0,15836.871341572536
2021-04-05,True,10797.0,15057.108432654208
2021-04-06,True,8054.0,16278.553243022101
2021-04-07,True,960.0,15229.32895719797
2021-04-08,True,97170.0,17897.370307013003
2021-04-09,True,159.0,17429.596176042814
2021-04-10,True,1371.0,16783.910704218273
2021-04-11,,,15515.475227280574
2021-04-12,,,9729.681174170004
2021-04-13,,,10951.125984534845
2021-04-14,,,9901.90169871116
2021-04-15,,,12569.943048523539
2021-04-16,,,12102.168917560273
2021-04-17,,,11456.48344573359
2021-04-18,,,10188.04796880146
2021-04-19,,,9408.285059885793
2021-04-20,,,10629.729870245692
2021-04-21,,,9580.50558442435
2021-04-22,,,12248.546934238948
2021-04-23,,,11780.77280326923
2021-04-24,,,11135.087331450355
2021-04-25,,,9866.651854509499
2021-04-26,,,9086.888945593413
2021-04-27,,,10308.333755960923
2021-04-28,,,9259.109470137408
2021-04-29,,,11927.15081994619
2021-04-30,,,11459.376688978182
2021-05-01,,,10813.691217165668
2021-05-02,,,9545.255740222707
2021-05-03,,,8765.492831309208
2021-05-04,,,9986.937641671771
2021-05-05,,,8937.713355847025
2021-05-06,,,11605.7547056616
2021-05-07,,,11137.980574695643
2021-05-08,,,10492.295102870517
2021-05-09,,,9223.859625935915
2021-05-10,,,8444.096717020082
2021-05-11,,,9665.541527382615
2021-05-12,,,8616.317241560082
2021-05-13,,,11284.358591374568
2021-05-14,,,10816.584460404598
2021-05-15,,,10170.898988585828
2021-05-16,,,8902.463511649119
2021-05-17,,,8122.700602735878
2021-05-18,,,9344.145413097847
2021-05-19,,,8294.921127273403
2021-05-20,,,10962.962477087543
2021-05-21,,,10495.188346119165
2021-05-22,,,9849.502874297366
2021-05-23,,,8581.06739735716
2021-05-24,,,7801.304488447583
2021-05-25,,,9022.749298808694
2021-05-26,,,7973.525012982753
2021-05-27,,,10641.566362800511
2021-05-28,,,10173.79223182812
2021-05-29,,,9528.106760012679
2021-05-30,,,8259.671283075535
2021-05-31,,,7479.908374159291
